state_fips_code,state_name,forecast_date,prediction_date,new_confirmed,cumulative_confirmed,new_deaths,cumulative_deaths,hospitalized_patients,intensive_care_patients,ventilator_patients,recovered,new_confirmed_ground_truth,cumulative_confirmed_ground_truth,new_deaths_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,intensive_care_patients_ground_truth,ventilator_patients_ground_truth,recovered_documented_ground_truth
15,Hawaii,2020-08-24,2020-06-30,,,,,,,,,17.0,901.0,0.0,18.0,,,,722.0
56,Wyoming,2020-08-24,2020-06-30,,,,,,,,,37.0,1487.0,0.0,20.0,6.0,,,1097.0
50,Vermont,2020-08-24,2020-06-30,,,,,,,,,0.0,1208.0,0.0,56.0,16.0,,,953.0
46,South Dakota,2020-08-24,2020-06-30,,,,,,,,,48.0,6764.0,0.0,91.0,62.0,,,5872.0
20,Kansas,2020-08-24,2020-06-30,,,,,,,,,161.0,14370.0,0.0,273.0,,,,794.0
30,Montana,2020-08-24,2020-06-30,,,,,,,,,48.0,967.0,0.0,22.0,12.0,,,642.0
10,Delaware,2020-08-24,2020-06-30,,,,,,,,,98.0,11474.0,2.0,509.0,64.0,13.0,,6667.0
49,Utah,2020-08-24,2020-06-30,,,,,,,,,436.0,17968.0,2.0,146.0,250.0,83.0,,12398.0
09,Connecticut,2020-08-24,2020-06-30,,,,,,,,,152.0,46514.0,2.0,4322.0,98.0,,,8053.0
40,Oklahoma,2020-08-24,2020-06-30,,,,,,,,,582.0,13757.0,2.0,387.0,315.0,111.0,,10085.0
33,New Hampshire,2020-08-24,2020-06-30,,,,,,,,,22.0,5782.0,4.0,371.0,34.0,,,4435.0
35,New Mexico,2020-08-24,2020-06-30,,,,,,,,,165.0,12147.0,4.0,497.0,119.0,,,5296.0
21,Kentucky,2020-08-24,2020-06-30,,,,,,,,,277.0,15624.0,5.0,565.0,408.0,75.0,,3990.0
31,Nebraska,2020-08-24,2020-06-30,,,,,,,,,135.0,19177.0,5.0,274.0,121.0,,,13547.0
27,Minnesota,2020-08-24,2020-06-30,,,,,,,,,442.0,36303.0,6.0,1476.0,270.0,136.0,,31601.0
55,Wisconsin,2020-08-24,2020-06-30,,,,,,,,,601.0,28659.0,7.0,784.0,242.0,79.0,,22587.0
08,Colorado,2020-08-24,2020-06-30,,,,,,,,,204.0,32698.0,9.0,1690.0,271.0,,,4479.0
47,Tennessee,2020-08-24,2020-06-30,,,,,,,,,1169.0,42557.0,12.0,597.0,886.0,,,27599.0
24,Maryland,2020-08-24,2020-06-30,,,,,,,,,305.0,67559.0,15.0,3190.0,452.0,152.0,,4982.0
45,South Carolina,2020-08-24,2020-06-30,,,,,,,,,1755.0,36399.0,19.0,739.0,1021.0,,,15471.0
13,Georgia,2020-08-24,2020-06-30,,,,,,,,,2464.0,77280.0,19.0,2758.0,1459.0,,,
01,Alabama,2020-08-24,2020-06-30,,,,,,,,,870.0,38045.0,21.0,950.0,775.0,,,18866.0
37,North Carolina,2020-08-24,2020-06-30,,,,,,,,,1591.0,65327.0,23.0,1380.0,908.0,,,45538.0
12,Florida,2020-08-24,2020-06-30,,,,,,,,,6093.0,152434.0,58.0,3505.0,,,,
16,Idaho,2020-08-24,2020-06-30,,,,,,,,,365.0,6117.0,1.0,92.0,60.0,18.0,,4073.0
48,Texas,2020-08-24,2020-06-30,,,,,,,,,6354.0,163060.0,53.0,2708.0,6533.0,,,84818.0
06,California,2020-08-24,2020-06-30,,,,,,,,,7772.0,231418.0,99.0,6082.0,6466.0,1751.0,,
54,West Virginia,2020-08-24,2020-06-30,,,,,,,,,35.0,2905.0,0.0,93.0,27.0,10.0,3.0,2272.0
23,Maine,2020-08-24,2020-06-30,,,,,,,,,34.0,3253.0,0.0,105.0,29.0,9.0,4.0,2646.0
44,Rhode Island,2020-08-24,2020-06-30,,,,,,,,,49.0,16813.0,4.0,950.0,74.0,13.0,13.0,1631.0
19,Iowa,2020-08-24,2020-06-30,,,,,,,,,229.0,29074.0,5.0,716.0,133.0,34.0,20.0,23212.0
11,District of Columbia,2020-08-24,2020-06-30,,,,,,,,,35.0,10327.0,0.0,551.0,126.0,33.0,22.0,1270.0
41,Oregon,2020-08-24,2020-06-30,,,,,,,,,171.0,8656.0,3.0,207.0,149.0,42.0,25.0,2722.0
53,Washington,2020-08-24,2020-06-30,,,,,,,,,571.0,32824.0,12.0,1332.0,282.0,,50.0,
02,Alaska,2020-08-24,2020-06-30,,,,,,,,,36.0,937.0,0.0,14.0,18.0,,1.0,526.0
36,New York,2020-08-24,2020-06-30,,,,,,,,,524.0,393454.0,71.0,32032.0,891.0,217.0,137.0,70487.0
17,Illinois,2020-08-24,2020-06-30,,,,,,,,,724.0,143184.0,21.0,6923.0,1560.0,401.0,185.0,
32,Nevada,2020-08-24,2020-06-30,,,,,,,,,562.0,18456.0,3.0,507.0,593.0,134.0,65.0,689.0
18,Indiana,2020-08-24,2020-06-30,,,,,,,,,366.0,45594.0,16.0,2640.0,695.0,272.0,97.0,34646.0
04,Arizona,2020-08-24,2020-06-30,,,,,,,,,4683.0,79228.0,47.0,1645.0,2793.0,683.0,455.0,9411.0
25,Massachusetts,2020-08-24,2020-06-30,,,,,,,,,114.0,108818.0,-41.0,8053.0,733.0,120.0,63.0,93157.0
29,Missouri,2020-08-24,2020-06-30,,,,,,,,,462.0,19432.0,3.0,988.0,599.0,,66.0,
51,Virginia,2020-08-24,2020-06-30,,,,,,,,,598.0,62787.0,23.0,1763.0,902.0,230.0,98.0,8080.0
26,Michigan,2020-08-24,2020-06-30,,,,,,,,,497.0,66334.0,32.0,6120.0,471.0,179.0,98.0,51099.0
42,Pennsylvania,2020-08-24,2020-06-30,,,,,,,,,672.0,91139.0,35.0,6649.0,634.0,,110.0,67552.0
05,Arkansas,2020-08-24,2020-06-30,,,,,,,,,520.0,20777.0,5.0,270.0,290.0,,67.0,14531.0
22,Louisiana,2020-08-24,2020-06-30,,,,,,,,,1014.0,58095.0,22.0,3221.0,781.0,,83.0,42225.0
28,Mississippi,2020-08-24,2020-06-30,,,,,,,,,680.0,27247.0,14.0,1073.0,779.0,167.0,91.0,19388.0
39,Ohio,2020-08-24,2020-06-30,,,,,,,,,743.0,51789.0,45.0,2863.0,722.0,242.0,115.0,
34,New Jersey,2020-08-24,2020-06-30,,,,,,,,,395.0,171667.0,43.0,15035.0,992.0,211.0,174.0,30213.0
09,Connecticut,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
15,Hawaii,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
20,Kansas,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
11,District of Columbia,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
12,Florida,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
44,Rhode Island,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
46,South Dakota,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
13,Georgia,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
16,Idaho,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
33,New Hampshire,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
39,Ohio,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
24,Maryland,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
55,Wisconsin,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
18,Indiana,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
51,Virginia,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
29,Missouri,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
37,North Carolina,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
56,Wyoming,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
45,South Carolina,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
23,Maine,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
08,Colorado,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
49,Utah,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
26,Michigan,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
48,Texas,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
38,North Dakota,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
01,Alabama,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
05,Arkansas,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
27,Minnesota,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
40,Oklahoma,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
28,Mississippi,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
32,Nevada,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
47,Tennessee,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
31,Nebraska,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
10,Delaware,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
36,New York,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
02,Alaska,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
19,Iowa,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
22,Louisiana,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
42,Pennsylvania,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
41,Oregon,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
21,Kentucky,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
35,New Mexico,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
30,Montana,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
34,New Jersey,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
50,Vermont,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
54,West Virginia,2020-08-24,2020-02-26,,,,,,,,,0.0,0.0,0.0,0.0,,,,
17,Illinois,2020-08-24,2020-02-26,,,,,,,,,0.0,2.0,0.0,0.0,,,,
06,California,2020-08-24,2020-02-26,,,,,,,,,0.0,10.0,0.0,0.0,,,,
04,Arizona,2020-08-24,2020-02-26,,,,,,,,,0.0,1.0,0.0,0.0,,,,
53,Washington,2020-08-24,2020-02-26,,,,,,,,,0.0,1.0,0.0,0.0,,,,
25,Massachusetts,2020-08-24,2020-02-26,,,,,,,,,0.0,1.0,0.0,0.0,,,,
31,Nebraska,2020-08-24,2020-05-02,,,,,,,,,309.0,5317.0,0.0,73.0,,,,
15,Hawaii,2020-08-24,2020-05-02,,,,,,,,,1.0,611.0,0.0,16.0,,,,532.0
56,Wyoming,2020-08-24,2020-05-02,,,,,,,,,13.0,579.0,0.0,7.0,13.0,,,387.0
30,Montana,2020-08-24,2020-05-02,,,,,,,,,2.0,455.0,0.0,16.0,5.0,,,404.0
46,South Dakota,2020-08-24,2020-05-02,,,,,,,,,63.0,2588.0,0.0,21.0,71.0,,,1759.0
02,Alaska,2020-08-24,2020-05-02,,,,,,,,,1.0,365.0,0.0,9.0,10.0,,,261.0
20,Kansas,2020-08-24,2020-05-02,,,,,,,,,251.0,4885.0,2.0,142.0,,,,286.0
21,Kentucky,2020-08-24,2020-05-02,,,,,,,,,-3.0,4879.0,2.0,248.0,334.0,178.0,,1752.0
49,Utah,2020-08-24,2020-05-02,,,,,,,,,149.0,4604.0,3.0,44.0,,,,2185.0
33,New Hampshire,2020-08-24,2020-05-02,,,,,,,,,119.0,2429.0,3.0,84.0,103.0,,,980.0
47,Tennessee,2020-08-24,2020-05-02,,,,,,,,,726.0,12359.0,5.0,208.0,474.0,,,5718.0
53,Washington,2020-08-24,2020-05-02,,,,,,,,,366.0,15003.0,6.0,830.0,428.0,117.0,,
35,New Mexico,2020-08-24,2020-05-02,,,,,,,,,219.0,3732.0,7.0,138.0,159.0,,,785.0
55,Wisconsin,2020-08-24,2020-05-02,,,,,,,,,346.0,7660.0,7.0,334.0,582.0,118.0,,3698.0
40,Oklahoma,2020-08-24,2020-05-02,,,,,,,,,103.0,3851.0,8.0,238.0,236.0,92.0,,2554.0
13,Georgia,2020-08-24,2020-05-02,,,,,,,,,848.0,27269.0,8.0,1163.0,1440.0,,,
10,Delaware,2020-08-24,2020-05-02,,,,,,,,,120.0,5038.0,9.0,168.0,300.0,,,1546.0
11,District of Columbia,2020-08-24,2020-05-02,,,,,,,,,139.0,4797.0,9.0,240.0,,,,666.0
32,Nevada,2020-08-24,2020-05-02,,,,,,,,,141.0,5389.0,9.0,255.0,,,,182.0
08,Colorado,2020-08-24,2020-05-02,,,,,,,,,432.0,16225.0,11.0,830.0,931.0,,,2553.0
45,South Carolina,2020-08-24,2020-05-02,,,,,,,,,231.0,6489.0,11.0,267.0,,,,3622.0
37,North Carolina,2020-08-24,2020-05-02,,,,,,,,,518.0,11588.0,12.0,431.0,502.0,,,
48,Texas,2020-08-24,2020-05-02,,,,,,,,,1225.0,30917.0,19.0,933.0,1725.0,,,14891.0
27,Minnesota,2020-08-24,2020-05-02,,,,,,,,,502.0,6232.0,24.0,394.0,389.0,135.0,,2002.0
12,Florida,2020-08-24,2020-05-02,,,,,,,,,735.0,35463.0,50.0,1364.0,,,,
06,California,2020-08-24,2020-05-02,,,,,,,,,1321.0,53347.0,54.0,2180.0,4722.0,1433.0,,
16,Idaho,2020-08-24,2020-05-02,,,,,,,,,46.0,2061.0,1.0,64.0,23.0,,,1215.0
50,Vermont,2020-08-24,2020-05-02,,,,,,,,,7.0,886.0,1.0,51.0,11.0,,,
38,North Dakota,2020-08-24,2020-05-02,,,,,,,,,46.0,1153.0,1.0,24.0,32.0,,,510.0
01,Alabama,2020-08-24,2020-05-02,,,,,,,,,317.0,7611.0,-1.0,288.0,420.0,,,
36,New York,2020-08-24,2020-05-02,,,,,,,,,4663.0,312977.0,290.0,25211.0,10350.0,3501.0,,57540.0
09,Connecticut,2020-08-24,2020-05-02,,,,,,,,,523.0,29287.0,97.0,2436.0,1592.0,,,4346.0
25,Massachusetts,2020-08-24,2020-05-02,,,,,,,,,2050.0,67407.0,130.0,3845.0,3601.0,921.0,,
24,Maryland,2020-08-24,2020-05-02,,,,,,,,,1001.0,24473.0,171.0,1251.0,1657.0,566.0,,1590.0
23,Maine,2020-08-24,2020-05-02,,,,,,,,,30.0,1153.0,1.0,56.0,36.0,19.0,10.0,689.0
54,West Virginia,2020-08-24,2020-05-02,,,,,,,,,33.0,1185.0,2.0,48.0,76.0,29.0,15.0,572.0
05,Arkansas,2020-08-24,2020-05-02,,,,,,,,,35.0,3372.0,8.0,72.0,95.0,,20.0,1987.0
41,Oregon,2020-08-24,2020-05-02,,,,,,,,,56.0,2635.0,5.0,109.0,209.0,50.0,22.0,
44,Rhode Island,2020-08-24,2020-05-02,,,,,,,,,327.0,9289.0,17.0,296.0,333.0,80.0,54.0,531.0
22,Louisiana,2020-08-24,2020-05-02,,,,,,,,,429.0,29140.0,23.0,1993.0,1545.0,,208.0,17303.0
34,New Jersey,2020-08-24,2020-05-02,,,,,,,,,2527.0,123717.0,230.0,9302.0,5713.0,1715.0,1230.0,15642.0
51,Virginia,2020-08-24,2020-05-02,,,,,,,,,836.0,17738.0,36.0,617.0,1426.0,375.0,202.0,2312.0
26,Michigan,2020-08-24,2020-05-02,,,,,,,,,624.0,43490.0,155.0,4180.0,2100.0,850.0,713.0,15659.0
19,Iowa,2020-08-24,2020-05-02,,,,,,,,,759.0,8643.0,5.0,175.0,353.0,131.0,90.0,3156.0
18,Indiana,2020-08-24,2020-05-02,,,,,,,,,665.0,19295.0,54.0,1229.0,1456.0,487.0,244.0,
29,Missouri,2020-08-24,2020-05-02,,,,,,,,,240.0,7852.0,15.0,456.0,896.0,,141.0,
17,Illinois,2020-08-24,2020-05-02,,,,,,,,,2450.0,58505.0,102.0,2559.0,4717.0,1250.0,789.0,
39,Ohio,2020-08-24,2020-05-02,,,,,,,,,592.0,19335.0,19.0,1022.0,1003.0,424.0,267.0,
28,Mississippi,2020-08-24,2020-05-02,,,,,,,,,229.0,7441.0,10.0,291.0,632.0,142.0,71.0,3413.0
04,Arizona,2020-08-24,2020-05-02,,,,,,,,,395.0,8364.0,0.0,330.0,718.0,291.0,198.0,1565.0
42,Pennsylvania,2020-08-24,2020-05-02,,,,,,,,,915.0,50494.0,60.0,2695.0,2673.0,,571.0,
09,Connecticut,2020-08-24,2020-08-04,,,,,,,,,48.0,50110.0,0.0,4437.0,60.0,,,8613.0
56,Wyoming,2020-08-24,2020-08-04,,,,,,,,,36.0,2884.0,0.0,27.0,17.0,,,2284.0
30,Montana,2020-08-24,2020-08-04,,,,,,,,,81.0,4314.0,0.0,64.0,70.0,,,2766.0
50,Vermont,2020-08-24,2020-08-04,,,,,,,,,4.0,1431.0,0.0,57.0,14.0,,,1249.0
38,North Dakota,2020-08-24,2020-08-04,,,,,,,,,148.0,6933.0,2.0,107.0,51.0,,,5715.0
10,Delaware,2020-08-24,2020-08-04,,,,,,,,,82.0,15137.0,2.0,587.0,42.0,11.0,,8303.0
35,New Mexico,2020-08-24,2020-08-04,,,,,,,,,210.0,21340.0,3.0,658.0,131.0,,,8463.0
27,Minnesota,2020-08-24,2020-08-04,,,,,,,,,602.0,57162.0,4.0,1660.0,328.0,159.0,,50426.0
31,Nebraska,2020-08-24,2020-08-04,,,,,,,,,222.0,27178.0,4.0,332.0,152.0,,,19677.0
08,Colorado,2020-08-24,2020-08-04,,,,,,,,,426.0,48376.0,5.0,1849.0,340.0,,,5424.0
24,Maryland,2020-08-24,2020-08-04,,,,,,,,,710.0,91854.0,7.0,3530.0,547.0,137.0,,5740.0
21,Kentucky,2020-08-24,2020-08-04,,,,,,,,,689.0,32197.0,7.0,751.0,638.0,135.0,,8406.0
49,Utah,2020-08-24,2020-08-04,,,,,,,,,294.0,33328.0,7.0,264.0,220.0,81.0,,30449.0
16,Idaho,2020-08-24,2020-08-04,,,,,,,,,566.0,22236.0,10.0,210.0,106.0,22.0,,7617.0
55,Wisconsin,2020-08-24,2020-08-04,,,,,,,,,728.0,56056.0,12.0,961.0,294.0,111.0,,45368.0
40,Oklahoma,2020-08-24,2020-08-04,,,,,,,,,861.0,39463.0,15.0,566.0,504.0,232.0,,32319.0
37,North Carolina,2020-08-24,2020-08-04,,,,,,,,,1085.0,128715.0,18.0,2061.0,1166.0,339.0,,105093.0
47,Tennessee,2020-08-24,2020-08-04,,,,,,,,,1799.0,109652.0,25.0,1103.0,1433.0,,,73259.0
46,South Dakota,2020-08-24,2020-08-04,,,,,,,,,59.0,9079.0,1.0,136.0,42.0,,,8008.0
33,New Hampshire,2020-08-24,2020-08-04,,,,,,,,,33.0,6693.0,1.0,418.0,23.0,,,5848.0
48,Texas,2020-08-24,2020-08-04,,,,,,,,,9408.0,466032.0,234.0,7952.0,8674.0,3006.0,,306262.0
06,California,2020-08-24,2020-08-04,,,,,,,,,9834.0,526685.0,243.0,9684.0,7630.0,2082.0,,
01,Alabama,2020-08-24,2020-08-04,,,,,,,,,1041.0,93702.0,33.0,1666.0,1572.0,,,35401.0
12,Florida,2020-08-24,2020-08-04,,,,,,,,,5446.0,497330.0,245.0,7402.0,7857.0,,,
13,Georgia,2020-08-24,2020-08-04,,,,,,,,,2952.0,182462.0,75.0,3835.0,3094.0,,,
02,Alaska,2020-08-24,2020-08-04,,,,,,,,,53.0,3394.0,0.0,25.0,33.0,,2.0,987.0
44,Rhode Island,2020-08-24,2020-08-04,,,,,,,,,144.0,19390.0,1.0,1011.0,80.0,14.0,6.0,1848.0
15,Hawaii,2020-08-24,2020-08-04,,,,,,,,,143.0,2568.0,1.0,26.0,138.0,15.0,10.0,1315.0
11,District of Columbia,2020-08-24,2020-08-04,,,,,,,,,85.0,12398.0,1.0,587.0,100.0,17.0,10.0,9959.0
54,West Virginia,2020-08-24,2020-08-04,,,,,,,,,81.0,7059.0,7.0,124.0,111.0,40.0,14.0,5063.0
20,Kansas,2020-08-24,2020-08-04,,,,,,,,,350.0,28782.0,1.0,368.0,232.0,62.0,16.0,1196.0
41,Oregon,2020-08-24,2020-08-04,,,,,,,,,333.0,19699.0,5.0,333.0,219.0,62.0,27.0,3960.0
25,Massachusetts,2020-08-24,2020-08-04,,,,,,,,,545.0,119104.0,9.0,8656.0,354.0,56.0,29.0,97595.0
19,Iowa,2020-08-24,2020-08-04,,,,,,,,,326.0,46231.0,4.0,888.0,243.0,75.0,32.0,34023.0
53,Washington,2020-08-24,2020-08-04,,,,,,,,,664.0,59379.0,19.0,1619.0,401.0,,52.0,
42,Pennsylvania,2020-08-24,2020-08-04,,,,,,,,,830.0,119724.0,24.0,7248.0,656.0,,100.0,86256.0
51,Virginia,2020-08-24,2020-08-04,,,,,,,,,1145.0,94251.0,26.0,2244.0,1255.0,282.0,144.0,12385.0
22,Louisiana,2020-08-24,2020-08-04,,,,,,,,,3615.0,124461.0,27.0,4051.0,1487.0,,240.0,74246.0
23,Maine,2020-08-24,2020-08-04,,,,,,,,,7.0,3977.0,-1.0,123.0,12.0,1.0,1.0,3424.0
36,New York,2020-08-24,2020-08-04,,,,,,,,,746.0,417589.0,6.0,32725.0,568.0,139.0,69.0,73326.0
05,Arkansas,2020-08-24,2020-08-04,,,,,,,,,784.0,45381.0,15.0,490.0,526.0,,101.0,38000.0
17,Illinois,2020-08-24,2020-08-04,,,,,,,,,1471.0,185993.0,19.0,7742.0,1496.0,365.0,125.0,
32,Nevada,2020-08-24,2020-08-04,,,,,,,,,980.0,52179.0,15.0,862.0,1146.0,310.0,202.0,1209.0
34,New Jersey,2020-08-24,2020-08-04,,,,,,,,,356.0,182970.0,11.0,15857.0,470.0,126.0,53.0,32697.0
26,Michigan,2020-08-24,2020-08-04,,,,,,,,,712.0,88628.0,4.0,6397.0,694.0,232.0,132.0,60022.0
28,Mississippi,2020-08-24,2020-08-04,,,,,,,,,1074.0,62199.0,42.0,1753.0,1164.0,314.0,173.0,42391.0
39,Ohio,2020-08-24,2020-08-04,,,,,,,,,1143.0,95106.0,31.0,3570.0,1038.0,340.0,197.0,71338.0
04,Arizona,2020-08-24,2020-08-04,,,,,,,,,1008.0,180505.0,66.0,3845.0,2024.0,638.0,474.0,23944.0
18,Indiana,2020-08-24,2020-08-04,,,,,,,,,822.0,69255.0,16.0,2996.0,980.0,375.0,83.0,43535.0
29,Missouri,2020-08-24,2020-08-04,,,,,,,,,1098.0,48285.0,10.0,1235.0,891.0,,99.0,
45,South Carolina,2020-08-24,2020-08-04,,,,,,,,,1239.0,94190.0,54.0,1847.0,1458.0,355.0,254.0,32859.0
38,North Dakota,2020-08-24,2020-04-04,,,,,,,,,13.0,186.0,0.0,3.0,,,,63.0
54,West Virginia,2020-08-24,2020-04-04,,,,,,,,,45.0,282.0,0.0,2.0,,,,
46,South Dakota,2020-08-24,2020-04-04,,,,,,,,,25.0,212.0,0.0,2.0,,,,76.0
56,Wyoming,2020-08-24,2020-04-04,,,,,,,,,25.0,187.0,0.0,0.0,,,,49.0
31,Nebraska,2020-08-24,2020-04-04,,,,,,,,,42.0,321.0,0.0,6.0,,,,
10,Delaware,2020-08-24,2020-04-04,,,,,,,,,143.0,593.0,0.0,14.0,95.0,,,71.0
15,Hawaii,2020-08-24,2020-04-04,,,,,,,,,32.0,349.0,0.0,3.0,,,,78.0
41,Oregon,2020-08-24,2020-04-04,,,,,,,,,0.0,899.0,0.0,22.0,,,38.0,
05,Arkansas,2020-08-24,2020-04-04,,,,,,,,,39.0,743.0,2.0,14.0,72.0,,23.0,79.0
02,Alaska,2020-08-24,2020-04-04,,,,,,,,,14.0,171.0,2.0,5.0,,,,
33,New Hampshire,2020-08-24,2020-04-04,,,,,,,,,61.0,540.0,2.0,7.0,,,,144.0
32,Nevada,2020-08-24,2020-04-04,,,,,,,,,228.0,1742.0,3.0,46.0,,,,
55,Wisconsin,2020-08-24,2020-04-04,,,,,,,,,18.0,2030.0,3.0,54.0,,,,
20,Kansas,2020-08-24,2020-04-04,,,,,,,,,69.0,698.0,3.0,21.0,,,,
50,Vermont,2020-08-24,2020-04-04,,,,,,,,,72.0,461.0,3.0,20.0,29.0,,,15.0
19,Iowa,2020-08-24,2020-04-04,,,,,,,,,88.0,787.0,3.0,14.0,85.0,,,188.0
40,Oklahoma,2020-08-24,2020-04-04,,,,,,,,,171.0,1159.0,4.0,42.0,,,,
01,Alabama,2020-08-24,2020-04-04,,,,,,,,,119.0,1614.0,6.0,44.0,238.0,,,
29,Missouri,2020-08-24,2020-04-04,,,,,,,,,315.0,2300.0,6.0,49.0,413.0,,,
51,Virginia,2020-08-24,2020-04-04,,,,,,,,,395.0,2407.0,6.0,52.0,,,,
11,District of Columbia,2020-08-24,2020-04-04,,,,,,,,,145.0,902.0,6.0,21.0,,,,235.0
28,Mississippi,2020-08-24,2020-04-04,,,,,,,,,97.0,1455.0,6.0,35.0,,,,
45,South Carolina,2020-08-24,2020-04-04,,,,,,,,,217.0,1917.0,6.0,40.0,,,,
21,Kentucky,2020-08-24,2020-04-04,,,,,,,,,147.0,917.0,6.0,40.0,,,,
37,North Carolina,2020-08-24,2020-04-04,,,,,,,,,235.0,2486.0,7.0,34.0,271.0,,,
04,Arizona,2020-08-24,2020-04-04,,,,,,,,,250.0,2019.0,8.0,52.0,,,,
47,Tennessee,2020-08-24,2020-04-04,,,,,,,,,224.0,3104.0,9.0,49.0,601.0,,,416.0
24,Maryland,2020-08-24,2020-04-04,,,,,,,,,367.0,3125.0,11.0,54.0,,,,159.0
39,Ohio,2020-08-24,2020-04-04,,,,,,,,,427.0,3739.0,11.0,102.0,,,,
18,Indiana,2020-08-24,2020-04-04,,,,,,,,,516.0,3953.0,14.0,116.0,,,,
08,Colorado,2020-08-24,2020-04-04,,,,,,,,,392.0,4565.0,15.0,125.0,777.0,,,
48,Texas,2020-08-24,2020-04-04,,,,,,,,,833.0,6567.0,17.0,135.0,196.0,,,38.0
13,Georgia,2020-08-24,2020-04-04,,,,,,,,,329.0,6160.0,17.0,201.0,,,,
25,Massachusetts,2020-08-24,2020-04-04,,,,,,,,,1334.0,11720.0,24.0,216.0,1370.0,,,
12,Florida,2020-08-24,2020-04-04,,,,,,,,,1269.0,11537.0,25.0,195.0,,,,
09,Connecticut,2020-08-24,2020-04-04,,,,,,,,,362.0,5276.0,34.0,165.0,1033.0,,,
42,Pennsylvania,2020-08-24,2020-04-04,,,,,,,,,1874.0,10444.0,34.0,136.0,,,,
17,Illinois,2020-08-24,2020-04-04,,,,,,,,,1453.0,10357.0,34.0,244.0,,,,
49,Utah,2020-08-24,2020-04-04,,,,,,,,,175.0,1355.0,1.0,7.0,,,,
30,Montana,2020-08-24,2020-04-04,,,,,,,,,22.0,265.0,1.0,6.0,,,,
23,Maine,2020-08-24,2020-04-04,,,,,,,,,24.0,456.0,1.0,10.0,,,,140.0
