state_fips_code,state_name,forecast_date,prediction_date,new_confirmed,cumulative_confirmed,new_deaths,cumulative_deaths,hospitalized_patients,intensive_care_patients,ventilator_patients,recovered,new_confirmed_ground_truth,cumulative_confirmed_ground_truth,new_deaths_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,intensive_care_patients_ground_truth,ventilator_patients_ground_truth,recovered_documented_ground_truth
50,Vermont,2020-08-24,2020-09-05,17.746582031300022,1777.6433105469,0.45791625980000106,62.3606758118,28.1685810089,6.6354465485,2.0876867771,1431.4326171875,,,,,,,,
18,Indiana,2020-08-24,2020-09-05,1374.5,103174.390625,14.677490234299967,3394.3156738281,464.3078918457,229.8390197754,131.4803771973,83913.25,,,,,,,,
19,Iowa,2020-08-24,2020-09-05,669.84375,64612.15625,8.6500244139999722,1141.6301269531,245.032409668,98.9820556641,53.9833831787,48269.1875,,,,,,,,
13,Georgia,2020-08-24,2020-09-05,2471.65625,271133.59375,55.449707031199978,5742.685546875,1944.7124023438,539.8768310547,403.9210205078,163555.96875,,,,,,,,
17,Illinois,2020-08-24,2020-09-05,1666.53125,244117.53125,21.30859375,8347.1416015625,1319.7836914062,315.9879760742,164.7866363525,162281.234375,,,,,,,,
53,Washington,2020-08-24,2020-09-05,797.2890625,80481.3046875,10.322631836000028,1992.3961181641,293.5012817383,79.1770172119,39.784576416,68020.203125,,,,,,,,
44,Rhode Island,2020-08-24,2020-09-05,151.20703125,23083.900390625,3.0579833983999833,1070.1665039062,121.1301651001,13.3959856033,3.7601499557,4312.33984375,,,,,,,,
47,Tennessee,2020-08-24,2020-09-05,1923.75,164192.234375,19.991821288999972,1804.1701660156,845.1159667969,295.9140625,204.8410949707,122494.8671875,,,,,,,,
08,Colorado,2020-08-24,2020-09-05,486.21484375,60871.94140625,5.4036865233999833,1987.611328125,196.1633300781,70.0685577393,45.3804969788,8744.9208984375,,,,,,,,
24,Maryland,2020-08-24,2020-09-05,728.8671875,113472.6953125,8.9072265625,3811.5947265625,259.457611084,84.7333374023,38.2209701538,9193.45703125,,,,,,,,
35,New Mexico,2020-08-24,2020-09-05,241.560546875,27283.453125,3.9968872069999861,798.0881347656,99.1364593506,39.1055145264,23.6792926788,13705.7880859375,,,,,,,,
39,Ohio,2020-08-24,2020-09-05,1244.75,130207.484375,17.869628906300022,4207.7963867188,620.6367797852,232.0643005371,134.7772827148,106084.4375,,,,,,,,
10,Delaware,2020-08-24,2020-09-05,149.529296875,18674.517578125,2.1173706055000139,627.5643310547,88.8505935669,10.2330675125,3.7683942318,10552.642578125,,,,,,,,
30,Montana,2020-08-24,2020-09-05,167.56005859380002,8240.9296875,2.5441894531000031,117.5965423584,153.7385559082,49.4091873169,23.5447101593,5415.0209960938,,,,,,,,
48,Texas,2020-08-24,2020-09-05,4188.125,656107.625,127.0439453125,13500.697265625,3290.4987792969,1374.373046875,1085.5549316406,533953.3125,,,,,,,,
09,Connecticut,2020-08-24,2020-09-05,173.34375,54047.93359375,3.3247070311999778,4503.099609375,41.2592811584,14.1134605408,7.9365119934,11192.4853515625,,,,,,,,
02,Alaska,2020-08-24,2020-09-05,118.50878906260004,6043.9350585938,2.853065490699997,59.7326965332,131.6705169678,37.1903533936,12.807972908,2455.7133789062,,,,,,,,
28,Mississippi,2020-08-24,2020-09-05,1087.2578125,91037.09375,19.805419921900011,2489.9814453125,713.2083129883,206.4998321533,126.1892700195,66264.7890625,,,,,,,,
45,South Carolina,2020-08-24,2020-09-05,348.484375,117834.90625,25.124267578099989,2840.1801757812,764.955078125,185.6332397461,129.325012207,55106.53125,,,,,,,,
51,Virginia,2020-08-24,2020-09-05,1136.171875,127063.1953125,14.478271484400011,2645.1389160156,939.0360107422,243.3298492432,143.4149780273,18609.083984375,,,,,,,,
38,North Dakota,2020-08-24,2020-09-05,166.9892578125,11844.7255859375,2.1557464599000014,158.4219512939,96.6631622314,19.4974098206,8.6151657104,8740.73046875,,,,,,,,
06,California,2020-08-24,2020-09-05,6509.1875,760753.5,137.2236328125,13913.1162109375,4074.3996582031,1428.9104003906,1199.1267089844,640005.4375,,,,,,,,
12,Florida,2020-08-24,2020-09-05,2542.25,639490.75,112.794921875,11954.9189453125,3176.6025390625,569.3067016602,493.2674255371,560302.9375,,,,,,,,
27,Minnesota,2020-08-24,2020-09-05,630.90625,77627.90625,6.3354492186999778,1895.2337646484,236.8503875732,128.527923584,82.2488708496,67194.6796875,,,,,,,,
40,Oklahoma,2020-08-24,2020-09-05,1027.3359375,64716.7265625,11.290954589900025,862.6963500977,508.6221008301,234.9659118652,138.1170654297,49686.4765625,,,,,,,,
26,Michigan,2020-08-24,2020-09-05,707.6171875,110894.15625,11.26171875,6726.3247070312,510.5127258301,158.9837036133,85.1072921753,73758.875,,,,,,,,
54,West Virginia,2020-08-24,2020-09-05,157.0126953125,11025.0625,3.4498291015000007,216.704498291,163.2893371582,54.5698165894,24.2021541595,8018.0336914062,,,,,,,,
20,Kansas,2020-08-24,2020-09-05,688.50390625,46401.94921875,4.9501037598000153,483.5647277832,189.777633667,68.42237854,37.0276069641,5733.44140625,,,,,,,,
38,North Dakota,2020-08-24,2020-06-16,,,,,,,,,23.0,3124.0,0.0,74.0,26.0,,,2720.0
21,Kentucky,2020-08-24,2020-06-16,,,,,,,,,0.0,12647.0,0.0,505.0,395.0,69.0,,3431.0
15,Hawaii,2020-08-24,2020-06-16,,,,,,,,,0.0,724.0,0.0,17.0,,,,630.0
20,Kansas,2020-08-24,2020-06-16,,,,,,,,,92.0,11411.0,0.0,246.0,,,,676.0
50,Vermont,2020-08-24,2020-06-16,,,,,,,,,3.0,1131.0,0.0,55.0,12.0,,,914.0
56,Wyoming,2020-08-24,2020-06-16,,,,,,,,,10.0,1089.0,0.0,18.0,7.0,,,852.0
30,Montana,2020-08-24,2020-06-16,,,,,,,,,5.0,614.0,0.0,19.0,8.0,,,535.0
49,Utah,2020-08-24,2020-06-16,,,,,,,,,240.0,12365.0,2.0,127.0,271.0,,,8470.0
46,South Dakota,2020-08-24,2020-06-16,,,,,,,,,38.0,5966.0,2.0,77.0,92.0,,,5069.0
40,Oklahoma,2020-08-24,2020-06-16,,,,,,,,,228.0,8645.0,4.0,363.0,172.0,75.0,,6765.0
45,South Carolina,2020-08-24,2020-06-16,,,,,,,,,612.0,19990.0,5.0,607.0,571.0,,,9734.0
33,New Hampshire,2020-08-24,2020-06-16,,,,,,,,,19.0,5364.0,6.0,326.0,69.0,,,4041.0
09,Connecticut,2020-08-24,2020-06-16,,,,,,,,,114.0,45349.0,6.0,4210.0,201.0,,,7611.0
35,New Mexico,2020-08-24,2020-06-16,,,,,,,,,88.0,9933.0,7.0,447.0,161.0,,,4160.0
27,Minnesota,2020-08-24,2020-06-16,,,,,,,,,189.0,30882.0,9.0,1344.0,357.0,185.0,,27006.0
55,Wisconsin,2020-08-24,2020-06-16,,,,,,,,,266.0,23198.0,9.0,703.0,275.0,100.0,,17122.0
01,Alabama,2020-08-24,2020-06-16,,,,,,,,,640.0,26912.0,11.0,785.0,683.0,,,13508.0
47,Tennessee,2020-08-24,2020-06-16,,,,,,,,,747.0,31288.0,11.0,486.0,621.0,,,20710.0
31,Nebraska,2020-08-24,2020-06-16,,,,,,,,,187.0,17038.0,11.0,231.0,160.0,,,10351.0
08,Colorado,2020-08-24,2020-06-16,,,,,,,,,143.0,29427.0,12.0,1617.0,276.0,,,4196.0
37,North Carolina,2020-08-24,2020-06-16,,,,,,,,,793.0,45907.0,29.0,1169.0,829.0,,,29219.0
48,Texas,2020-08-24,2020-06-16,,,,,,,,,3358.0,93569.0,50.0,2213.0,2518.0,,,60681.0
16,Idaho,2020-08-24,2020-06-16,,,,,,,,,63.0,3462.0,1.0,88.0,24.0,6.0,,2877.0
10,Delaware,2020-08-24,2020-06-16,,,,,,,,,63.0,10403.0,1.0,424.0,87.0,,,6256.0
24,Maryland,2020-08-24,2020-06-16,,,,,,,,,377.0,62409.0,35.0,2982.0,742.0,284.0,,4579.0
13,Georgia,2020-08-24,2020-06-16,,,,,,,,,797.0,56302.0,35.0,2492.0,875.0,,,
12,Florida,2020-08-24,2020-06-16,,,,,,,,,2783.0,80109.0,55.0,2993.0,,,,
06,California,2020-08-24,2020-06-16,,,,,,,,,3235.0,158961.0,86.0,5200.0,4462.0,1272.0,,
02,Alaska,2020-08-24,2020-06-16,,,,,,,,,12.0,675.0,0.0,12.0,22.0,,2.0,429.0
54,West Virginia,2020-08-24,2020-06-16,,,,,,,,,19.0,2341.0,0.0,88.0,24.0,8.0,3.0,1636.0
23,Maine,2020-08-24,2020-06-16,,,,,,,,,9.0,2819.0,0.0,101.0,30.0,10.0,6.0,2233.0
44,Rhode Island,2020-08-24,2020-06-16,,,,,,,,,71.0,16164.0,14.0,865.0,129.0,16.0,13.0,1479.0
41,Oregon,2020-08-24,2020-06-16,,,,,,,,,278.0,6098.0,2.0,182.0,141.0,50.0,22.0,2431.0
53,Washington,2020-08-24,2020-06-16,,,,,,,,,373.0,26531.0,11.0,1231.0,235.0,,38.0,
32,Nevada,2020-08-24,2020-06-16,,,,,,,,,368.0,11683.0,2.0,467.0,349.0,87.0,48.0,640.0
22,Louisiana,2020-08-24,2020-06-16,,,,,,,,,534.0,47706.0,24.0,3042.0,588.0,,77.0,37017.0
18,Indiana,2020-08-24,2020-06-16,,,,,,,,,356.0,40786.0,14.0,2447.0,860.0,313.0,121.0,29093.0
51,Virginia,2020-08-24,2020-06-16,,,,,,,,,445.0,55331.0,18.0,1570.0,904.0,241.0,125.0,7341.0
04,Arizona,2020-08-24,2020-06-16,,,,,,,,,2341.0,39185.0,25.0,1228.0,1506.0,502.0,340.0,6598.0
26,Michigan,2020-08-24,2020-06-16,,,,,,,,,183.0,62010.0,16.0,5961.0,562.0,210.0,131.0,44964.0
42,Pennsylvania,2020-08-24,2020-06-16,,,,,,,,,389.0,83978.0,33.0,6276.0,800.0,,179.0,59612.0
05,Arkansas,2020-08-24,2020-06-16,,,,,,,,,274.0,13191.0,6.0,188.0,214.0,,45.0,8352.0
11,District of Columbia,2020-08-24,2020-06-16,,,,,,,,,19.0,9818.0,5.0,520.0,192.0,70.0,49.0,1155.0
19,Iowa,2020-08-24,2020-06-16,,,,,,,,,97.0,24179.0,7.0,665.0,193.0,71.0,49.0,15025.0
29,Missouri,2020-08-24,2020-06-16,,,,,,,,,221.0,15095.0,4.0,866.0,524.0,,66.0,
28,Mississippi,2020-08-24,2020-06-16,,,,,,,,,353.0,20152.0,20.0,915.0,668.0,160.0,98.0,15323.0
34,New Jersey,2020-08-24,2020-06-16,,,,,,,,,323.0,167426.0,86.0,14651.0,1291.0,362.0,245.0,28872.0
17,Illinois,2020-08-24,2020-06-16,,,,,,,,,626.0,133528.0,72.0,6397.0,1939.0,561.0,331.0,
25,Massachusetts,2020-08-24,2020-06-16,,,,,,,,,138.0,105828.0,18.0,7664.0,1045.0,244.0,151.0,88725.0
39,Ohio,2020-08-24,2020-06-16,,,,,,,,,434.0,42010.0,24.0,2599.0,528.0,216.0,151.0,
36,New York,2020-08-24,2020-06-16,,,,,,,,,631.0,384575.0,55.0,31553.0,1538.0,449.0,303.0,68938.0
29,Missouri,2020-08-24,2020-08-24,,,,,,,,,727.0,68088.0,0.0,1387.0,957.0,,118.0,
04,Arizona,2020-08-24,2020-08-24,,,,,,,,,311.0,198414.0,0.0,4771.0,908.0,345.0,176.0,29341.0
11,District of Columbia,2020-08-24,2020-08-24,,,,,,,,,49.0,13639.0,0.0,604.0,85.0,26.0,13.0,10835.0
09,Connecticut,2020-08-24,2020-08-24,,,,,,,,,492.0,52011.0,0.0,4460.0,57.0,,,8893.0
34,New Jersey,2020-08-24,2020-08-24,,,,,,,,,225.0,189719.0,0.0,15946.0,446.0,66.0,27.0,33626.0
56,Wyoming,2020-08-24,2020-08-24,,,,,,,,,25.0,3603.0,0.0,37.0,20.0,,,2927.0
55,Wisconsin,2020-08-24,2020-08-24,,,,,,,,,392.0,70854.0,0.0,1081.0,321.0,106.0,,62310.0
23,Maine,2020-08-24,2020-08-24,,,,,,,,,21.0,4357.0,0.0,131.0,6.0,5.0,1.0,3762.0
02,Alaska,2020-08-24,2020-08-24,,,,,,,,,69.0,4810.0,0.0,32.0,43.0,,8.0,1861.0
54,West Virginia,2020-08-24,2020-08-24,,,,,,,,,42.0,9315.0,0.0,179.0,141.0,47.0,23.0,7385.0
42,Pennsylvania,2020-08-24,2020-08-24,,,,,,,,,525.0,134204.0,0.0,7557.0,518.0,,71.0,104873.0
46,South Dakota,2020-08-24,2020-08-24,,,,,,,,,149.0,11425.0,0.0,161.0,65.0,,,9694.0
33,New Hampshire,2020-08-24,2020-08-24,,,,,,,,,33.0,7140.0,0.0,429.0,11.0,,,6450.0
50,Vermont,2020-08-24,2020-08-24,,,,,,,,,9.0,1566.0,0.0,58.0,11.0,,,1380.0
15,Hawaii,2020-08-24,2020-08-24,,,,,,,,,169.0,6746.0,2.0,48.0,192.0,35.0,19.0,2143.0
20,Kansas,2020-08-24,2020-08-24,,,,,,,,,888.0,38546.0,3.0,429.0,189.0,64.0,22.0,1535.0
32,Nevada,2020-08-24,2020-08-24,,,,,,,,,409.0,66010.0,3.0,1200.0,771.0,229.0,126.0,1611.0
24,Maryland,2020-08-24,2020-08-24,,,,,,,,,567.0,104669.0,3.0,3694.0,407.0,103.0,,6047.0
41,Oregon,2020-08-24,2020-08-24,,,,,,,,,218.0,25155.0,3.0,420.0,143.0,44.0,25.0,4634.0
40,Oklahoma,2020-08-24,2020-08-24,,,,,,,,,357.0,53522.0,4.0,730.0,578.0,237.0,,44660.0
37,North Carolina,2020-08-24,2020-08-24,,,,,,,,,1283.0,156396.0,4.0,2535.0,948.0,274.0,,136630.0
35,New Mexico,2020-08-24,2020-08-24,,,,,,,,,146.0,24542.0,4.0,749.0,64.0,,,11539.0
10,Delaware,2020-08-24,2020-08-24,,,,,,,,,47.0,16942.0,4.0,604.0,38.0,7.0,,8972.0
26,Michigan,2020-08-24,2020-08-24,,,,,,,,,812.0,102422.0,4.0,6588.0,637.0,186.0,86.0,72580.0
51,Virginia,2020-08-24,2020-08-24,,,,,,,,,663.0,113623.0,4.0,2471.0,1127.0,256.0,134.0,14482.0
53,Washington,2020-08-24,2020-08-24,,,,,,,,,359.0,71371.0,4.0,1867.0,373.0,,36.0,
36,New York,2020-08-24,2020-08-24,,,,,,,,,408.0,430145.0,4.0,32887.0,482.0,120.0,54.0,74684.0
27,Minnesota,2020-08-24,2020-08-24,,,,,,,,,714.0,70298.0,4.0,1817.0,310.0,135.0,,63059.0
49,Utah,2020-08-24,2020-08-24,,,,,,,,,211.0,39431.0,4.0,323.0,144.0,57.0,,41164.0
44,Rhode Island,2020-08-24,2020-08-24,,,,,,,,,280.0,21302.0,5.0,1035.0,80.0,11.0,4.0,2052.0
31,Nebraska,2020-08-24,2020-08-24,,,,,,,,,158.0,32047.0,5.0,383.0,146.0,,,24155.0
18,Indiana,2020-08-24,2020-08-24,,,,,,,,,1660.0,87592.0,5.0,3225.0,912.0,248.0,75.0,64131.0
16,Idaho,2020-08-24,2020-08-24,,,,,,,,,212.0,30057.0,7.0,314.0,192.0,52.0,,12867.0
45,South Carolina,2020-08-24,2020-08-24,,,,,,,,,563.0,112551.0,7.0,2511.0,979.0,248.0,148.0,46118.0
28,Mississippi,2020-08-24,2020-08-24,,,,,,,,,511.0,78405.0,8.0,2248.0,903.0,237.0,127.0,56577.0
17,Illinois,2020-08-24,2020-08-24,,,,,,,,,1611.0,223205.0,8.0,8097.0,1529.0,334.0,141.0,
39,Ohio,2020-08-24,2020-08-24,,,,,,,,,849.0,115651.0,8.0,3986.0,802.0,276.0,146.0,95554.0
05,Arkansas,2020-08-24,2020-08-24,,,,,,,,,320.0,56894.0,9.0,696.0,466.0,,108.0,50689.0
19,Iowa,2020-08-24,2020-08-24,,,,,,,,,463.0,56909.0,10.0,1047.0,275.0,86.0,37.0,43738.0
01,Alabama,2020-08-24,2020-08-24,,,,,,,,,1650.0,116710.0,11.0,2024.0,1149.0,,,44684.0
21,Kentucky,2020-08-24,2020-08-24,,,,,,,,,832.0,43898.0,12.0,884.0,564.0,149.0,,9544.0
22,Louisiana,2020-08-24,2020-08-24,,,,,,,,,623.0,143566.0,18.0,4764.0,939.0,,152.0,118120.0
47,Tennessee,2020-08-24,2020-08-24,,,,,,,,,675.0,141675.0,20.0,1566.0,1018.0,342.0,173.0,106041.0
13,Georgia,2020-08-24,2020-08-24,,,,,,,,,2210.0,239612.0,24.0,5045.0,2350.0,,,
25,Massachusetts,2020-08-24,2020-08-24,,,,,,,,,661.0,125935.0,28.0,8948.0,308.0,62.0,26.0,102205.0
48,Texas,2020-08-24,2020-08-24,,,,,,,,,4277.0,598450.0,50.0,11749.0,5019.0,1809.0,,457182.0
12,Florida,2020-08-24,2020-08-24,,,,,,,,,2258.0,602829.0,72.0,10397.0,4646.0,,,
30,Montana,2020-08-24,2020-08-24,,,,,,,,,60.0,6489.0,1.0,91.0,114.0,,,4842.0
38,North Dakota,2020-08-24,2020-08-24,,,,,,,,,124.0,10000.0,1.0,137.0,51.0,16.0,,8206.0
08,Colorado,2020-08-24,2020-08-24,,,,,,,,,198.0,55321.0,1.0,1919.0,225.0,,,5823.0
06,California,2020-08-24,2020-08-24,,,,,,,,,6281.0,675561.0,82.0,12235.0,5618.0,1549.0,,
50,Vermont,2020-08-24,2020-08-05,,,,,,,,,5.0,1436.0,0.0,57.0,9.0,,,1254.0
33,New Hampshire,2020-08-24,2020-08-05,,,,,,,,,26.0,6719.0,0.0,418.0,23.0,,,5915.0
56,Wyoming,2020-08-24,2020-08-05,,,,,,,,,39.0,2923.0,0.0,27.0,16.0,,,2323.0
02,Alaska,2020-08-24,2020-08-05,,,,,,,,,54.0,3448.0,0.0,25.0,38.0,,2.0,1017.0
09,Connecticut,2020-08-24,2020-08-05,,,,,,,,,115.0,50225.0,0.0,4437.0,59.0,,,8613.0
10,Delaware,2020-08-24,2020-08-05,,,,,,,,,159.0,15296.0,0.0,587.0,47.0,4.0,,8339.0
15,Hawaii,2020-08-24,2020-08-05,,,,,,,,,172.0,2740.0,0.0,26.0,83.0,15.0,13.0,1354.0
11,District of Columbia,2020-08-24,2020-08-05,,,,,,,,,45.0,12443.0,0.0,587.0,97.0,21.0,13.0,10015.0
54,West Virginia,2020-08-24,2020-08-05,,,,,,,,,103.0,7162.0,0.0,124.0,115.0,47.0,13.0,5218.0
08,Colorado,2020-08-24,2020-08-05,,,,,,,,,594.0,48970.0,2.0,1851.0,335.0,,,5449.0
25,Massachusetts,2020-08-24,2020-08-05,,,,,,,,,439.0,119543.0,2.0,8658.0,396.0,57.0,21.0,99021.0
20,Kansas,2020-08-24,2020-08-05,,,,,,,,,474.0,29256.0,4.0,372.0,358.0,78.0,25.0,1254.0
53,Washington,2020-08-24,2020-08-05,,,,,,,,,705.0,60084.0,5.0,1624.0,424.0,,47.0,
29,Missouri,2020-08-24,2020-08-05,,,,,,,,,1061.0,49346.0,5.0,1240.0,882.0,,101.0,
41,Oregon,2020-08-24,2020-08-05,,,,,,,,,279.0,19978.0,5.0,338.0,228.0,60.0,25.0,4037.0
49,Utah,2020-08-24,2020-08-05,,,,,,,,,347.0,33675.0,5.0,269.0,220.0,81.0,,30911.0
42,Pennsylvania,2020-08-24,2020-08-05,,,,,,,,,722.0,120446.0,6.0,7254.0,639.0,,102.0,87942.0
26,Michigan,2020-08-24,2020-08-05,,,,,,,,,667.0,89295.0,6.0,6403.0,694.0,232.0,132.0,60022.0
24,Maryland,2020-08-24,2020-08-05,,,,,,,,,572.0,92426.0,6.0,3536.0,555.0,134.0,,5749.0
16,Idaho,2020-08-24,2020-08-05,,,,,,,,,472.0,22708.0,7.0,217.0,195.0,39.0,,7875.0
31,Nebraska,2020-08-24,2020-08-05,,,,,,,,,311.0,27489.0,8.0,340.0,151.0,,,19764.0
35,New Mexico,2020-08-24,2020-08-05,,,,,,,,,226.0,21566.0,9.0,667.0,133.0,,,8685.0
55,Wisconsin,2020-08-24,2020-08-05,,,,,,,,,884.0,56940.0,9.0,970.0,258.0,96.0,,46323.0
27,Minnesota,2020-08-24,2020-08-05,,,,,,,,,617.0,57779.0,10.0,1670.0,305.0,152.0,,51223.0
18,Indiana,2020-08-24,2020-08-05,,,,,,,,,720.0,69975.0,11.0,3007.0,923.0,308.0,93.0,51709.0
19,Iowa,2020-08-24,2020-08-05,,,,,,,,,605.0,46836.0,12.0,900.0,248.0,77.0,34.0,34733.0
34,New Jersey,2020-08-24,2020-08-05,,,,,,,,,357.0,183327.0,-15.0,15842.0,784.0,117.0,47.0,32749.0
40,Oklahoma,2020-08-24,2020-08-05,,,,,,,,,1101.0,40564.0,17.0,583.0,645.0,207.0,,33383.0
05,Arkansas,2020-08-24,2020-08-05,,,,,,,,,912.0,46293.0,18.0,508.0,516.0,,106.0,38848.0
37,North Carolina,2020-08-24,2020-08-05,,,,,,,,,1018.0,129733.0,24.0,2085.0,1167.0,346.0,,105093.0
39,Ohio,2020-08-24,2020-08-05,,,,,,,,,1199.0,96305.0,26.0,3596.0,1004.0,340.0,189.0,72950.0
47,Tennessee,2020-08-24,2020-08-05,,,,,,,,,1653.0,111305.0,27.0,1130.0,1448.0,,,75550.0
32,Nevada,2020-08-24,2020-08-05,,,,,,,,,649.0,52828.0,28.0,890.0,1148.0,320.0,214.0,1234.0
17,Illinois,2020-08-24,2020-08-05,,,,,,,,,1757.0,187750.0,28.0,7770.0,1552.0,368.0,129.0,
01,Alabama,2020-08-24,2020-08-05,,,,,,,,,952.0,94654.0,29.0,1695.0,1572.0,,,37923.0
36,New York,2020-08-24,2020-08-05,,,,,,,,,636.0,418225.0,29.0,32754.0,564.0,134.0,69.0,73410.0
51,Virginia,2020-08-24,2020-08-05,,,,,,,,,798.0,95049.0,30.0,2274.0,1304.0,283.0,144.0,12522.0
13,Georgia,2020-08-24,2020-08-05,,,,,,,,,3933.0,186395.0,64.0,3899.0,3077.0,,,
06,California,2020-08-24,2020-08-05,,,,,,,,,3921.0,530606.0,124.0,9808.0,7552.0,2005.0,,
46,South Dakota,2020-08-24,2020-08-05,,,,,,,,,89.0,9168.0,1.0,137.0,43.0,,,8080.0
38,North Dakota,2020-08-24,2020-08-05,,,,,,,,,124.0,7057.0,1.0,108.0,42.0,,,5837.0
30,Montana,2020-08-24,2020-08-05,,,,,,,,,115.0,4429.0,1.0,65.0,79.0,,,2820.0
23,Maine,2020-08-24,2020-08-05,,,,,,,,,17.0,3994.0,1.0,124.0,10.0,4.0,1.0,3456.0
44,Rhode Island,2020-08-24,2020-08-05,,,,,,,,,91.0,19481.0,1.0,1012.0,79.0,14.0,5.0,1855.0
21,Kentucky,2020-08-24,2020-08-05,,,,,,,,,544.0,32741.0,1.0,752.0,620.0,131.0,,8467.0
12,Florida,2020-08-24,2020-08-05,,,,,,,,,5409.0,502739.0,225.0,7627.0,7615.0,,,
48,Texas,2020-08-24,2020-08-05,,,,,,,,,10967.0,476999.0,358.0,8310.0,8455.0,2917.0,,315652.0
22,Louisiana,2020-08-24,2020-08-05,,,,,,,,,1482.0,125943.0,45.0,4096.0,1471.0,,223.0,89083.0
45,South Carolina,2020-08-24,2020-08-05,,,,,,,,,1282.0,95472.0,47.0,1894.0,1469.0,363.0,270.0,32859.0
28,Mississippi,2020-08-24,2020-08-05,,,,,,,,,1245.0,63444.0,51.0,1804.0,1179.0,329.0,192.0,42391.0
04,Arizona,2020-08-24,2020-08-05,,,,,,,,,1698.0,182203.0,87.0,3932.0,1945.0,618.0,455.0,24222.0
30,Montana,2020-08-24,2020-04-02,,,,,,,,,33.0,241.0,0.0,6.0,,,,
46,South Dakota,2020-08-24,2020-04-02,,,,,,,,,36.0,165.0,0.0,2.0,,,,57.0
15,Hawaii,2020-08-24,2020-04-02,,,,,,,,,32.0,256.0,0.0,1.0,,,,69.0
38,North Dakota,2020-08-24,2020-04-02,,,,,,,,,17.0,159.0,0.0,3.0,,,,43.0
02,Alaska,2020-08-24,2020-04-02,,,,,,,,,11.0,143.0,0.0,3.0,,,,
33,New Hampshire,2020-08-24,2020-04-02,,,,,,,,,112.0,479.0,0.0,3.0,,,,91.0
56,Wyoming,2020-08-24,2020-04-02,,,,,,,,,20.0,150.0,0.0,0.0,,,,31.0
20,Kansas,2020-08-24,2020-04-02,,,,,,,,,68.0,553.0,2.0,12.0,,,,
23,Maine,2020-08-24,2020-04-02,,,,,,,,,73.0,376.0,2.0,7.0,,,,94.0
49,Utah,2020-08-24,2020-04-02,,,,,,,,,186.0,1004.0,2.0,6.0,,,,
11,District of Columbia,2020-08-24,2020-04-02,,,,,,,,,67.0,653.0,3.0,12.0,,,,173.0
04,Arizona,2020-08-24,2020-04-02,,,,,,,,,183.0,1596.0,3.0,35.0,,,,
28,Mississippi,2020-08-24,2020-04-02,,,,,,,,,104.0,1177.0,4.0,26.0,,,,
24,Maryland,2020-08-24,2020-04-02,,,,,,,,,345.0,2331.0,5.0,36.0,,,,81.0
45,South Carolina,2020-08-24,2020-04-02,,,,,,,,,261.0,1554.0,5.0,31.0,,,,
32,Nevada,2020-08-24,2020-04-02,,,,,,,,,184.0,1463.0,7.0,38.0,,,,
29,Missouri,2020-08-24,2020-04-02,,,,,,,,,189.0,1864.0,8.0,32.0,,,,
55,Wisconsin,2020-08-24,2020-04-02,,,,,,,,,192.0,1748.0,11.0,38.0,,,,
18,Indiana,2020-08-24,2020-04-02,,,,,,,,,474.0,3038.0,13.0,78.0,,,,
21,Kentucky,2020-08-24,2020-04-02,,,,,,,,,138.0,770.0,13.0,31.0,,,,
42,Pennsylvania,2020-08-24,2020-04-02,,,,,,,,,1259.0,7268.0,16.0,90.0,,,,
39,Ohio,2020-08-24,2020-04-02,,,,,,,,,354.0,2901.0,16.0,81.0,,,,
17,Illinois,2020-08-24,2020-04-02,,,,,,,,,715.0,7695.0,22.0,163.0,,,,
13,Georgia,2020-08-24,2020-04-02,,,,,,,,,710.0,5348.0,24.0,163.0,,,,
25,Massachusetts,2020-08-24,2020-04-02,,,,,,,,,1227.0,8954.0,32.0,154.0,,,,
54,West Virginia,2020-08-24,2020-04-02,,,,,,,,,25.0,216.0,1.0,2.0,,,,
31,Nebraska,2020-08-24,2020-04-02,,,,,,,,,36.0,246.0,1.0,5.0,,,,
12,Florida,2020-08-24,2020-04-02,,,,,,,,,2052.0,9008.0,77.0,164.0,,,,
53,Washington,2020-08-24,2020-04-02,,,,,,,,,781.0,6389.0,37.0,271.0,,,,
26,Michigan,2020-08-24,2020-04-02,,,,,,,,,1507.0,11182.0,83.0,452.0,,,,
50,Vermont,2020-08-24,2020-04-02,,,,,,,,,17.0,338.0,1.0,17.0,29.0,,,15.0
35,New Mexico,2020-08-24,2020-04-02,,,,,,,,,46.0,373.0,1.0,6.0,31.0,,,26.0
10,Delaware,2020-08-24,2020-04-02,,,,,,,,,25.0,393.0,1.0,12.0,56.0,,,49.0
44,Rhode Island,2020-08-24,2020-04-02,,,,,,,,,79.0,645.0,2.0,12.0,72.0,14.0,6.0,35.0
37,North Carolina,2020-08-24,2020-04-02,,,,,,,,,302.0,1977.0,7.0,21.0,184.0,,,
06,California,2020-08-24,2020-04-02,,,,,,,,,1380.0,10790.0,39.0,238.0,1922.0,816.0,,
01,Alabama,2020-08-24,2020-04-02,,,,,,,,,173.0,1233.0,5.0,32.0,226.0,,,
34,New Jersey,2020-08-24,2020-04-02,,,,,,,,,3335.0,25590.0,205.0,681.0,2000.0,,,
16,Idaho,2020-08-24,2020-04-02,,,,,,,,,210.0,776.0,0.0,9.0,49.0,,,
05,Arkansas,2020-08-24,2020-04-02,,,,,,,,,59.0,643.0,2.0,12.0,66.0,,23.0,47.0
